id,title,description,availability,condition,price,link,image_link,additional_image_link,brand,product_type
"RWKBKSHFW24055948","Essential Knit Shorts in Black","Essential Knit Shorts in Black",in stock,new,"1500 INR","https://reistor.in/products/essential-knit-shorts-in-black","https://cdn.shopify.com/s/files/1/0522/4657/7337/files/EssentialKnitShortsinBlack-1_aeb6b1d5-4bd7-41d7-95f5-e8d0359262d4.jpg","https://cdn.shopify.com/s/files/1/0522/4657/7337/files/EssentialKnitShortsinBlack-2_405d33f0-75bc-45a8-8242-ef99eb9c8349.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/EssentialKnitShortsinBlack-3_d3f72285-b709-44aa-a142-c9d88228f98d.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/EssentialKnitShortsinBlack-4_5b26cd05-a926-437e-8743-136739c21505.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/EssentialKnitShortsinBlack-5_214c54e5-ed08-4b81-882b-eb9f750de7f4.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/EssentialKnitShortsinBlack-6_2d992f59-df7d-4300-b44f-eecb50576a7f.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/EssentialKnitShortsinBlack-7_3cc13a49-5a80-4326-88c2-f98b0d0a0a3e.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/EssentialKnitShortsinBlack-8_24d6e54b-3005-4d73-976c-668fab87dd7b.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/EssentialKnitShortsinBlack-9_4f441d41-4887-412b-b082-980238536b02.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/EssentialKnitShortsinBlack-10_85ce8c28-c328-449a-bccf-ac423692d18a.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/EssentialKnitShortsinBlack-11_60ba2a0c-5a23-44b8-8b26-117c0c88235c.jpg","Reistor","Bottoms"
"RWKFMPTFW24100287","Wide Leg Pant in Olive","Wide Leg Pant in Olive",in stock,new,"2100 INR","https://reistor.in/products/wide-leg-pant-in-olive","https://cdn.shopify.com/s/files/1/0522/4657/7337/files/Wide_leg_pant_in_light_olive_2.jpg","https://cdn.shopify.com/s/files/1/0522/4657/7337/files/Wide_leg_pant_in_light_olive_3.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/Wide_leg_pant_in_light_olive_4.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/Wide_leg_pant_in_light_olive_5.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/Wide_leg_pant_in_light_olive_6.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/Wide_leg_pant_in_light_olive_-_1.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/Wide_leg_pant_in_light_olive_7.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/Wide_leg_pant_in_light_olive_8.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/Wide_leg_pant_in_light_olive_9.jpg","Reistor","Bottoms"
"RWHNBSHSS25077496","Drawstring Shorts in Neutral Beige","Drawstring Shorts in Neutral Beige",in stock,new,"3900 INR","https://reistor.in/products/drawstring-shorts-in-neutral-beige","https://cdn.shopify.com/s/files/1/0522/4657/7337/files/Drawstring_Shorts_in_Neutral_Beige-1.jpg","https://cdn.shopify.com/s/files/1/0522/4657/7337/files/Drawstring_Shorts_in_Neutral_Beige-2.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/Drawstring_Shorts_in_Neutral_Beige-3.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/Drawstring_Shorts_in_Neutral_Beige-4.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/Drawstring_Shorts_in_Neutral_Beige-5.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/Drawstring_Shorts_in_Neutral_Beige-6.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/Drawstring_Shorts_in_Neutral_Beige-7.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/Drawstring_Shorts_in_Neutral_Beige-8.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/Drawstring_Shorts_in_Neutral_Beige-9.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/Drawstring_Shorts_in_Neutral_Beige-10.jpg","Reistor","Bottoms"
"RWWSBSHFW24050190","Cotton Tweed Skort in Grey","Cotton Tweed Skort in Grey",in stock,new,"4800 INR","https://reistor.in/products/cotton-tweed-skort-in-grey","https://cdn.shopify.com/s/files/1/0522/4657/7337/files/CottonTweedSkort-SteelBreeze-11.jpg","https://cdn.shopify.com/s/files/1/0522/4657/7337/files/CottonTweedSkort-SteelBreeze-02.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/CottonTweedSkort-SteelBreeze-03.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/Cotton-Tweed-Skort-in-Grey-1_1.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/CottonTweedSkort-SteelBreeze-04.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/CottonTweedSkort-SteelBreeze-06.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/CottonTweedSkort-SteelBreeze-08.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/CottonTweedSkort-SteelBreeze-09.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/CottonTweedSkort-SteelBreeze-10.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/CottonTweedSkort-SteelBreeze-12.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/CottonTweedSkort-SteelBreeze-13.jpg","Reistor","Bottoms"
"RWPR4SKRS25074190","Drawstring Short Skirt in Blue Florals","Drawstring Short Skirt in Blue Florals",in stock,new,"7791 INR","https://reistor.in/products/drawstring-short-skirt-in-blue-florals","https://cdn.shopify.com/s/files/1/0522/4657/7337/files/DrawstringShortSkirtinBlueFlorals_1.jpg","https://cdn.shopify.com/s/files/1/0522/4657/7337/files/DrawstringShortSkirtinBlueFlorals_2.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/DrawstringShortSkirtinBlueFlorals_3.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/DrawstringShortSkirtinBlueFlorals_4.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/DrawstringShortSkirtinBlueFlorals_5.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/DrawstringShortSkirtinBlueFlorals_6.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/DrawstringShortSkirtinBlueFlorals_7.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/DrawstringShortSkirtinBlueFlorals_8.jpg","Reistor","Bottoms"
"RWNBKDRFW230323126","Fitted Knee Length Dress in Black","Fitted Knee Length Dress in Black",in stock,new,"1755 INR","https://reistor.in/products/fitted-knee-length-dress-in-black","https://cdn.shopify.com/s/files/1/0522/4657/7337/files/Fitted_Knee_Length_Dress_in_Black.jpg","https://cdn.shopify.com/s/files/1/0522/4657/7337/files/FITTEDKNEELENGTHBLACKDRESS2.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/FITTEDKNEELENGTHBLACKDRESS7.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/FITTEDKNEELENGTHBLACKDRESS3.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/FITTEDKNEELENGTHBLACKDRESS1.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/FITTEDKNEELENGTHBLACKDRESS4.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/FITTEDKNEELENGTHBLACKDRESS8.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/FITTEDKNEELENGTHBLACKDRESS5.jpg","Reistor","Dresses"
"RWKFMDRFW240544114","Drawstring Short T-shirt Dress in Light Olive","Drawstring Short T-shirt Dress in Light Olive",in stock,new,"4200 INR","https://reistor.in/products/drawstring-short-t-shirt-dress-in-light-olive","https://cdn.shopify.com/s/files/1/0522/4657/7337/files/DrawstringShortT-shirtDressinLightOlive-01_73be4113-1e2a-4cf8-8b46-38235a0ae896.jpg","https://cdn.shopify.com/s/files/1/0522/4657/7337/files/DrawstringShortT-shirtDressinLightOlive-02_e6407281-592e-4442-a2ea-40b77e4de4e3.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/DrawstringShortT-shirtDressinLightOlive-03_b534ccef-e044-4c15-9f6d-39c4f5fea962.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/DrawstringShortT-shirtDressinLightOlive-04_e00ad5a4-6e13-4d77-a876-a35889740e0e.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/DrawstringShortT-shirtDressinLightOlive-05_f7d7b1c8-3275-466c-9b27-f5dc4b4e5a05.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/DrawstringShortT-shirtDressinLightOlive-06_9232c0ba-9328-4236-92c0-e2ef70083b63.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/DrawstringShortT-shirtDressinLightOlive-07_2f684dbd-ef1b-43a9-9e0e-c7da8e6d488f.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/DrawstringShortT-shirtDressinLightOlive-08_f6a96e10-1125-44a8-b54c-507b462233ac.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/DrawstringShortT-shirtDressinLightOlive-09_6be75a33-ab3b-4d7a-992e-610ab527fdb0.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/DrawstringShortT-shirtDressinLightOlive-10_bcc47a49-dae4-48cd-8c06-bd616acfcd7e.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/DrawstringShortT-shirtDressinLightOlive-11_b69f2eab-68e4-4dcc-bf38-7e48da5bf3e9.jpg","Reistor","Dresses"
"RWCECDRSS261125165","The Smocked Maxi Dress in Grey Check","The Smocked Maxi Dress in Grey Check",in stock,new,"5400 INR","https://reistor.in/products/the-smocked-maxi-dress-in-grey-check","https://cdn.shopify.com/s/files/1/0522/4657/7337/files/1_f014280a-7c80-490e-9591-d759c647b16c.jpg","https://cdn.shopify.com/s/files/1/0522/4657/7337/files/2_4e27db29-f276-4943-9f1d-53f91df67b2a.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/3_17b127aa-18bf-4608-918e-51b6d5457d03.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/4_15352b9a-8a57-414b-b467-7c799c23366a.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/6_677afb91-23e9-41b0-9123-365df59ac8ae.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/15_ff3d0c85-4b11-4f70-97f6-89777836f52f.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/9_8581ce26-d654-4e74-a819-e028458c459f.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/7_4a23ba21-d18e-48fb-8980-42a72b1733c4.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/8_9304e792-68f8-49fb-b671-0b8cfaeea639.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/5_475a05c6-02ca-45e4-b582-8f04e546533a.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/10_e67ecd4c-f9a3-47eb-928b-9a65caf83172.jpg","Reistor","Dresses"
"RWHBKDRRS260954141","Meet me by the Cliff Dress in Black","Meet me by the Cliff Dress in Black",in stock,new,"6900 INR","https://reistor.in/products/meet-me-by-the-cliff-dress-in-black","https://cdn.shopify.com/s/files/1/0522/4657/7337/files/meet-me-by-the-cliff-dress-in-black-1.jpg","https://cdn.shopify.com/s/files/1/0522/4657/7337/files/meet-me-by-the-cliff-dress-in-black-2.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/meet-me-by-the-cliff-dress-in-black-3.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/meet-me-by-the-cliff-dress-in-black-4.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/meet-me-by-the-cliff-dress-in-black-5.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/meet-me-by-the-cliff-dress-in-black-6.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/meet-me-by-the-cliff-dress-in-black-7.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/meet-me-by-the-cliff-dress-in-black-8.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/meet-me-by-the-cliff-dress-in-black-9.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/meet-me-by-the-cliff-dress-in-black-10.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/meet-me-by-the-cliff-dress-in-black-11.jpg","Reistor","Dresses"
"RWPR4DRRS250681168","Gathered Maxi Dress with Drawstring in Blue Florals","Gathered Maxi Dress with Drawstring in Blue Florals",in stock,new,"16213 INR","https://reistor.in/products/maxi-gathered-dress-in-blue-florals","https://cdn.shopify.com/s/files/1/0522/4657/7337/files/MaxiGatheredDressinBlueFlorals_1.jpg","https://cdn.shopify.com/s/files/1/0522/4657/7337/files/MaxiGatheredDressinBlueFlorals_2.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/MaxiGatheredDressinBlueFlorals_3.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/MaxiGatheredDressinBlueFlorals_4.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/MaxiGatheredDressinBlueFlorals_5.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/MaxiGatheredDressinBlueFlorals_6.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/MaxiGatheredDressinBlueFlorals_7.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/MaxiGatheredDressinBlueFlorals_8.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/MaxiGatheredDressinBlueFlorals_9.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/MaxiGatheredDressinBlueFlorals_10.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/MaxiGatheredDressinBlueFlorals_11.jpg","Reistor","Dresses"
"RWKBKRPFW240583123","V neck Drawstring Knit Romper in Black","V neck Drawstring Knit Romper in Black",in stock,new,"4200 INR","https://reistor.in/products/v-neck-drawstring-knit-romper-in-black","https://cdn.shopify.com/s/files/1/0522/4657/7337/files/VneckDrawstringKnitRomperinBlack-01_68861cff-c6b4-4b6e-ac9c-42e07835968c.jpg","https://cdn.shopify.com/s/files/1/0522/4657/7337/files/VneckDrawstringKnitRomperinBlack-02_3b24e8de-5a8d-4d13-982c-6b6d2dd82ecd.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/VneckDrawstringKnitRomperinBlack-03_29cf99e5-7457-4870-9553-5e898ce11b20.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/VneckDrawstringKnitRomperinBlack-04_ebf169a7-7dbb-4fe9-889a-99db641d5fa4.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/VneckDrawstringKnitRomperinBlack-05_e48c7dc2-0684-4343-b1ab-1f6a8d8e5c89.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/VneckDrawstringKnitRomperinBlack-06_d161d0fe-ad32-4089-b6d6-f52e8c3b0d3a.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/VneckDrawstringKnitRomperinBlack-07_1306e12b-a8d6-47fb-bc4e-b7266d4ee06b.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/VneckDrawstringKnitRomperinBlack-08_5ab13569-e865-4a3e-b833-1e30283188d7.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/VneckDrawstringKnitRomperinBlack-09_7b800053-165b-4099-bcc5-7b352d645cec.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/VneckDrawstringKnitRomperinBlack-10_6c900daf-a999-431c-8cd6-ff3fc44bee81.jpg,https://cdn.shopify.com/s/files/1/0522/4657/7337/files/VneckDrawstringKnitRomperinBlack-11_3bb99718-52e0-4e15-ab50-8480068f2172.jpg","Reistor","Jumpsuits"
